,bairro_group,bairro,latitude,longitude,room_type,price,minimo_noites,numero_de_reviews,reviews_por_mes,calculado_host_listings_count,disponibilidade_365,reviews
31306,Queens,Sunnyside,40.73937,-73.91566,Private room,46,1,9,0.59,1,0,1
31307,Brooklyn,Greenpoint,40.72558,-73.95706,Private room,68,1,55,3.72,7,38,1
31308,Manhattan,Upper West Side,40.80321,-73.9682,Private room,55,30,6,0.48,4,210,1
31309,Manhattan,Upper West Side,40.80222,-73.96763,Private room,65,30,1,0.07,4,216,1
31310,Manhattan,Upper West Side,40.80365,-73.96639,Private room,70,30,3,0.24,4,317,1
31311,Manhattan,Upper West Side,40.80324,-73.96816,Private room,65,30,1,1.0,4,211,1
31312,Manhattan,East Village,40.72626,-73.98784,Entire home/apt,310,2,78,5.49,1,169,1
31313,Bronx,Wakefield,40.89641,-73.85077,Entire home/apt,88,5,8,0.61,4,322,1
31314,Manhattan,Washington Heights,40.84695,-73.93593,Private room,50,1,43,3.01,1,0,1
31315,Brooklyn,East Flatbush,40.64934,-73.94508,Entire home/apt,250,5,0,0.0,2,8,0
31316,Manhattan,East Harlem,40.79138,-73.9413,Private room,80,3,12,0.87,6,332,1
31317,Manhattan,East Village,40.72328,-73.9843,Private room,80,3,2,0.14,1,0,1
31318,Brooklyn,Bedford-Stuyvesant,40.68302,-73.92119,Entire home/apt,130,2,35,2.47,1,34,1
31319,Brooklyn,Greenpoint,40.72243,-73.95179,Entire home/apt,130,8,2,0.14,2,0,1
31320,Queens,Ditmars Steinway,40.77467,-73.9094,Entire home/apt,100,2,6,0.42,1,0,1
31321,Manhattan,East Harlem,40.7977,-73.93493,Entire home/apt,250,3,13,0.94,1,74,1
31322,Queens,Long Island City,40.75354,-73.95113,Entire home/apt,200,3,36,2.43,1,308,1
31323,Brooklyn,Crown Heights,40.67004,-73.92207,Private room,54,6,6,0.65,2,225,1
31324,Brooklyn,Williamsburg,40.7193,-73.95863,Private room,65,4,1,0.1,1,157,1
31325,Manhattan,Hell's Kitchen,40.76169,-73.98839,Private room,120,3,16,1.11,3,89,1
31326,Manhattan,Morningside Heights,40.80798,-73.96585,Entire home/apt,95,7,0,0.0,1,0,0
31327,Queens,Fresh Meadows,40.72688,-73.79198,Private room,50,2,6,0.42,1,51,1
31328,Manhattan,Upper West Side,40.77598,-73.98917,Entire home/apt,299,3,29,1.96,1,6,1
31329,Queens,Richmond Hill,40.69004,-73.83368,Entire home/apt,138,1,28,1.88,1,347,1
31330,Queens,Jackson Heights,40.74939,-73.88155,Private room,42,2,43,2.87,2,33,1
31331,Manhattan,Hell's Kitchen,40.75781,-73.99751,Private room,175,1,6,0.41,1,365,1
31332,Brooklyn,Bedford-Stuyvesant,40.6947,-73.94319,Private room,85,3,36,2.44,1,69,1
31333,Queens,Astoria,40.76649,-73.92643,Private room,74,1,102,6.77,1,348,1
31334,Brooklyn,Sheepshead Bay,40.60759,-73.96023,Private room,65,2,11,0.77,2,156,1
31335,Brooklyn,Bushwick,40.70324,-73.91353,Private room,47,4,5,0.36,2,0,1
31336,Brooklyn,Bushwick,40.70473,-73.92069,Private room,85,3,33,2.47,1,7,1
31337,Manhattan,Lower East Side,40.72081,-73.98461,Entire home/apt,975,4,8,0.64,1,164,1
31338,Brooklyn,Crown Heights,40.67102,-73.96172,Entire home/apt,130,4,8,0.56,1,353,1
31339,Brooklyn,East Flatbush,40.65435,-73.93785,Private room,70,3,3,0.3,5,365,1
31340,Manhattan,East Harlem,40.79645,-73.94803,Private room,70,15,0,0.0,1,0,0
31341,Queens,Rockaway Beach,40.58898,-73.80576,Entire home/apt,179,2,34,2.37,1,205,1
31342,Brooklyn,Crown Heights,40.66371,-73.95698,Private room,300,2,0,0.0,1,0,0
31343,Brooklyn,Bushwick,40.69432,-73.90658,Entire home/apt,150,2,17,1.15,3,0,1
31344,Brooklyn,Bushwick,40.6941,-73.90756,Entire home/apt,99,2,51,3.45,3,0,1
31345,Manhattan,Washington Heights,40.8385,-73.94288,Entire home/apt,125,3,6,0.42,1,0,1
31346,Manhattan,Upper East Side,40.77021,-73.95173,Entire home/apt,170,3,3,0.21,1,0,1
31347,Manhattan,Lower East Side,40.71848,-73.98439,Private room,89,1,21,1.41,1,2,1
31348,Brooklyn,Williamsburg,40.70695,-73.94524,Private room,50,7,1,0.07,1,0,1
31349,Manhattan,Upper West Side,40.78489,-73.982,Entire home/apt,90,90,0,0.0,8,0,0
31350,Brooklyn,Williamsburg,40.71196,-73.95424,Private room,80,3,1,1.0,1,20,1
31351,Manhattan,Upper East Side,40.77634,-73.94713,Entire home/apt,168,14,17,1.18,2,95,1
31352,Brooklyn,Bushwick,40.69987,-73.91404,Private room,100,1,0,0.0,1,341,0
31353,Manhattan,Upper East Side,40.77759,-73.94688,Entire home/apt,118,3,1,0.07,2,0,1
31354,Manhattan,Washington Heights,40.85329,-73.9291,Entire home/apt,150,2,29,1.96,4,127,1
31355,Manhattan,Inwood,40.87001,-73.92418,Entire home/apt,120,30,3,0.22,2,27,1
31356,Manhattan,Upper East Side,40.78026,-73.954,Entire home/apt,175,2,4,0.28,1,354,1
31357,Brooklyn,Clinton Hill,40.6844,-73.96221,Entire home/apt,190,2,10,0.77,4,12,1
31358,Manhattan,East Harlem,40.79208,-73.94642,Entire home/apt,195,1,73,5.03,1,146,1
31359,Brooklyn,Bedford-Stuyvesant,40.69372,-73.9485,Entire home/apt,112,3,65,4.62,3,219,1
31360,Manhattan,Harlem,40.80569,-73.94848,Entire home/apt,450,3,38,3.21,3,302,1
31361,Manhattan,Upper East Side,40.77905,-73.94754,Private room,200,15,0,0.0,1,34,0
31362,Brooklyn,Williamsburg,40.70343,-73.93412,Private room,45,5,5,0.35,1,0,1
31363,Manhattan,Lower East Side,40.72192,-73.9928,Entire home/apt,150,30,3,0.24,9,310,1
31364,Brooklyn,Bushwick,40.68652,-73.91212,Entire home/apt,99,2,71,4.8,1,140,1
31365,Brooklyn,Greenpoint,40.73081,-73.95184,Entire home/apt,100,2,3,0.2,1,2,1
31366,Manhattan,Washington Heights,40.84821,-73.94153,Private room,50,2,1,1.0,1,25,1
31367,Manhattan,Roosevelt Island,40.75916,-73.95124,Entire home/apt,220,1,76,5.3,1,60,1
31368,Brooklyn,Bedford-Stuyvesant,40.69138,-73.92617,Entire home/apt,123,3,6,0.53,1,0,1
31369,Brooklyn,Bedford-Stuyvesant,40.68073,-73.92804,Entire home/apt,110,1,2,0.19,1,0,1
31370,Manhattan,East Village,40.72433,-73.97688,Private room,120,1,18,1.22,2,28,1
31371,Manhattan,Harlem,40.82934,-73.94269,Entire home/apt,110,2,29,1.97,1,200,1
31372,Manhattan,Chelsea,40.737,-73.99407,Private room,85,2,4,0.27,1,0,1
31373,Manhattan,Midtown,40.76419,-73.97455,Entire home/apt,299,3,22,1.62,1,278,1
31374,Brooklyn,Prospect-Lefferts Gardens,40.65618,-73.95664,Private room,55,4,26,1.81,1,73,1
31375,Brooklyn,Crown Heights,40.67085,-73.92316,Private room,47,1,9,0.61,1,0,1
31376,Brooklyn,East New York,40.66972,-73.88393,Private room,55,1,1,0.09,1,87,1
31377,Brooklyn,Williamsburg,40.70914,-73.961,Private room,130,3,59,3.93,2,282,1
31378,Brooklyn,Midwood,40.61167,-73.95803,Private room,40,1,4,0.29,1,84,1
31379,Brooklyn,Williamsburg,40.71434,-73.94275,Entire home/apt,150,2,48,3.27,2,53,1
31380,Brooklyn,Williamsburg,40.71008,-73.96175,Private room,70,5,3,0.2,1,0,1
31381,Manhattan,Midtown,40.75418,-73.9664,Entire home/apt,180,30,16,1.08,1,3,1
31382,Manhattan,Chinatown,40.7139,-73.9912,Private room,90,2,60,4.35,1,1,1
31383,Manhattan,Murray Hill,40.74922,-73.97744,Entire home/apt,120,30,1,0.09,1,47,1
31384,Brooklyn,South Slope,40.66409,-73.9909,Entire home/apt,145,1,90,5.97,1,212,1
31385,Queens,Sunnyside,40.74686,-73.91283,Entire home/apt,100,2,0,0.0,1,0,0
31386,Manhattan,East Village,40.72361,-73.9847,Entire home/apt,150,1,108,7.55,4,201,1
31387,Manhattan,Chinatown,40.7138,-73.99371,Private room,125,3,4,0.31,3,90,1
31388,Manhattan,Harlem,40.82244,-73.95262,Private room,60,1,28,1.91,1,21,1
31389,Brooklyn,Crown Heights,40.67673,-73.9447,Entire home/apt,150,2,3,0.2,1,0,1
31390,Manhattan,Chelsea,40.74549,-73.99114,Private room,190,4,37,2.68,1,28,1
31391,Manhattan,Upper West Side,40.77213,-73.98265,Entire home/apt,145,12,1,0.16,1,289,1
31392,Manhattan,Inwood,40.86408,-73.92257,Private room,50,30,3,0.21,2,0,1
31393,Brooklyn,Crown Heights,40.67718,-73.95566,Private room,95,1,2,0.17,1,0,1
31394,Brooklyn,Williamsburg,40.7102,-73.96222,Private room,91,2,68,4.54,2,337,1
31395,Brooklyn,Bushwick,40.68865,-73.9081,Entire home/apt,145,4,40,2.8,1,38,1
31396,Manhattan,Morningside Heights,40.80385,-73.96499,Private room,100,1,17,1.36,1,31,1
31397,Brooklyn,Bushwick,40.70037,-73.91751,Private room,35,14,4,0.28,1,0,1
31398,Manhattan,Midtown,40.74515,-73.9813,Private room,120,1,12,5.0,2,156,1
31399,Brooklyn,East Flatbush,40.63718,-73.94061,Entire home/apt,69,2,36,2.46,1,229,1
31400,Queens,Ridgewood,40.70778,-73.90323,Private room,50,2,4,0.4,2,293,1
31401,Manhattan,Lower East Side,40.71499,-73.98986,Private room,290,1,99,6.96,1,70,1
31402,Brooklyn,Sheepshead Bay,40.60791,-73.96012,Private room,50,2,4,0.29,2,358,1
31403,Manhattan,East Village,40.72709,-73.99074,Entire home/apt,545,2,1,1.0,1,177,1
31404,Brooklyn,Flatlands,40.62392,-73.93554,Entire home/apt,200,1,28,2.02,1,265,1
31405,Brooklyn,Park Slope,40.6757,-73.97473,Entire home/apt,180,60,0,0.0,1,0,0
31406,Manhattan,Kips Bay,40.74408,-73.97803,Private room,10,5,42,2.87,1,2,1
31407,Staten Island,Port Richmond,40.63275,-74.13681,Private room,47,2,13,0.96,1,283,1
31408,Manhattan,Upper East Side,40.76129,-73.9652,Entire home/apt,175,2,54,3.72,1,0,1
31409,Queens,Long Island City,40.75558,-73.93643,Private room,75,2,67,4.93,1,11,1
31410,Brooklyn,East New York,40.66244,-73.88904,Private room,45,3,15,1.05,13,365,1
31411,Manhattan,Upper East Side,40.75972,-73.96021,Entire home/apt,275,30,1,0.07,7,364,1
31412,Bronx,Morrisania,40.83139,-73.90166,Private room,23,2,18,1.25,1,36,1
31413,Manhattan,Upper West Side,40.77829,-73.97794,Private room,95,6,11,0.76,1,219,1
31414,Manhattan,Murray Hill,40.74519,-73.97676,Entire home/apt,199,2,65,4.95,1,92,1
31415,Manhattan,Harlem,40.81448,-73.93714,Entire home/apt,130,6,2,0.14,1,0,1
31416,Brooklyn,Williamsburg,40.71975,-73.96136,Entire home/apt,161,2,10,0.69,1,0,1
31417,Brooklyn,Sheepshead Bay,40.59143,-73.95548,Private room,65,2,52,3.57,2,340,1
31418,Brooklyn,Greenpoint,40.73276,-73.95304,Private room,60,3,39,2.83,1,43,1
31419,Manhattan,Harlem,40.81716,-73.94279,Entire home/apt,165,3,33,2.3,1,192,1
31420,Queens,Woodhaven,40.68614,-73.86682,Private room,69,3,31,2.16,9,348,1
31421,Brooklyn,Prospect-Lefferts Gardens,40.65926,-73.96252,Private room,100,3,14,0.98,1,364,1
31422,Brooklyn,Williamsburg,40.7118,-73.96344,Private room,89,2,23,2.0,1,103,1
31423,Manhattan,Morningside Heights,40.80868,-73.95801,Private room,55,4,2,0.16,1,0,1
31424,Brooklyn,Sheepshead Bay,40.58765,-73.94881,Shared room,37,30,0,0.0,3,84,0
31425,Queens,Astoria,40.76031,-73.91702,Private room,80,7,0,0.0,1,0,0
31426,Queens,Sunnyside,40.7467,-73.92076,Private room,80,1,34,2.49,5,262,1
31427,Brooklyn,Cypress Hills,40.68599,-73.87734,Private room,37,28,6,0.43,3,356,1
31428,Brooklyn,East Flatbush,40.655,-73.92764,Private room,40,30,3,0.23,3,288,1
31429,Queens,Ridgewood,40.70197,-73.90377,Private room,60,1,7,0.48,2,85,1
31430,Queens,Ridgewood,40.70142,-73.90515,Entire home/apt,90,1,22,1.64,2,5,1
31431,Manhattan,East Village,40.73399,-73.99002,Entire home/apt,245,30,1,0.12,87,357,1
31432,Manhattan,Harlem,40.81667,-73.94225,Entire home/apt,175,5,39,2.68,1,90,1
31433,Brooklyn,Bushwick,40.70064,-73.91828,Private room,50,1,27,1.94,4,55,1
31434,Brooklyn,Greenpoint,40.72198,-73.94911,Entire home/apt,210,30,2,0.13,4,354,1
31435,Brooklyn,Bedford-Stuyvesant,40.69268,-73.93848,Entire home/apt,350,1,12,0.86,1,89,1
31436,Manhattan,Harlem,40.82502,-73.95155,Private room,45,7,1,0.07,1,0,1
31437,Manhattan,Midtown,40.75775,-73.97956,Entire home/apt,300,7,14,0.98,1,85,1
31438,Brooklyn,Crown Heights,40.6752,-73.95231,Entire home/apt,155,3,6,0.45,2,0,1
31439,Brooklyn,Boerum Hill,40.68944,-73.98904,Entire home/apt,125,3,3,0.21,1,0,1
31440,Brooklyn,Williamsburg,40.71692,-73.94132,Entire home/apt,225,3,25,1.8,1,157,1
31441,Queens,Flushing,40.75499,-73.78902,Private room,90,1,68,4.55,1,299,1
31442,Queens,Astoria,40.76343,-73.92248,Shared room,110,4,3,0.22,1,0,1
31443,Brooklyn,Bushwick,40.68994,-73.90526,Private room,65,1,8,3.08,1,106,1
31444,Brooklyn,Cypress Hills,40.67765,-73.89327,Entire home/apt,125,3,48,3.36,2,294,1
31445,Brooklyn,Bedford-Stuyvesant,40.68869,-73.93449,Private room,35,20,1,0.08,1,0,1
31446,Manhattan,Upper East Side,40.78028,-73.94769,Entire home/apt,150,3,26,1.91,2,340,1
31447,Manhattan,Upper East Side,40.77515,-73.95299,Entire home/apt,299,4,1,0.16,2,0,1
31448,Brooklyn,Crown Heights,40.67716,-73.93885,Private room,50,7,0,0.0,1,0,0
31449,Brooklyn,Gowanus,40.66623,-73.99267,Private room,60,2,49,3.3,3,74,1
31450,Brooklyn,Flatbush,40.65291,-73.95285,Private room,59,2,36,2.48,1,17,1
31451,Brooklyn,Kensington,40.64655,-73.97252,Entire home/apt,250,2,31,2.88,1,58,1
31452,Manhattan,NoHo,40.72547,-73.99284,Entire home/apt,185,10,1,0.64,1,57,1
31453,Queens,Woodside,40.74579,-73.8997,Private room,60,2,6,0.43,1,0,1
31454,Manhattan,Financial District,40.70587,-74.0118,Private room,139,3,15,1.01,1,338,1
31455,Manhattan,Chinatown,40.71585,-73.99492,Private room,80,1,14,0.96,4,234,1
31456,Staten Island,Arrochar,40.59761,-74.08347,Private room,33,4,6,0.41,8,285,1
31457,Manhattan,East Village,40.722,-73.98396,Private room,89,5,11,0.84,2,76,1
31458,Queens,Woodhaven,40.68783,-73.86679,Private room,69,3,28,1.95,9,359,1
31459,Manhattan,East Harlem,40.79578,-73.94523,Private room,68,2,31,2.1,1,265,1
31460,Manhattan,SoHo,40.72503,-74.0013,Entire home/apt,185,3,26,1.81,1,42,1
31461,Brooklyn,Greenpoint,40.72152,-73.94945,Entire home/apt,100,4,12,0.92,1,0,1
31462,Manhattan,Hell's Kitchen,40.7578,-73.99211,Private room,116,1,95,6.42,6,280,1
31463,Brooklyn,Williamsburg,40.71514,-73.9641,Entire home/apt,140,2,54,4.06,1,180,1
31464,Manhattan,Harlem,40.8082,-73.94252,Entire home/apt,225,7,1,0.11,2,253,1
31465,Brooklyn,Bensonhurst,40.61266,-73.98677,Entire home/apt,99,30,5,0.36,1,320,1
31466,Manhattan,Upper West Side,40.78382,-73.98235,Entire home/apt,135,30,0,0.0,8,290,0
31467,Manhattan,Upper West Side,40.79591,-73.96204,Private room,90,2,9,0.62,3,181,1
31468,Brooklyn,Clinton Hill,40.69325,-73.96863,Entire home/apt,160,3,3,0.24,1,8,1
31469,Manhattan,Upper West Side,40.79,-73.96851,Entire home/apt,148,2,5,0.34,1,2,1
31470,Brooklyn,Bedford-Stuyvesant,40.68785,-73.93948,Private room,60,30,27,1.88,1,0,1
31471,Brooklyn,Bushwick,40.69932,-73.91191,Entire home/apt,200,3,7,0.48,1,6,1
31472,Manhattan,Midtown,40.75393,-73.96612,Entire home/apt,125,30,5,0.34,91,304,1
31473,Manhattan,Midtown,40.75569,-73.96679,Entire home/apt,150,30,1,0.08,91,332,1
31474,Manhattan,Kips Bay,40.74471,-73.98027,Entire home/apt,125,30,4,0.32,91,346,1
31475,Manhattan,Murray Hill,40.74651,-73.97868,Entire home/apt,125,30,3,0.5,91,342,1
31476,Manhattan,Upper East Side,40.77458,-73.94769,Entire home/apt,185,30,0,0.0,13,161,0
31477,Brooklyn,Sheepshead Bay,40.5917,-73.95536,Private room,65,2,38,2.57,2,306,1
31478,Manhattan,Upper West Side,40.78612,-73.97011,Entire home/apt,85,30,6,0.56,1,15,1
31479,Queens,Woodhaven,40.68654,-73.86672,Private room,89,3,29,2.0,9,355,1
31480,Manhattan,Washington Heights,40.85081,-73.9368,Entire home/apt,150,30,0,0.0,2,339,0
31481,Manhattan,Hell's Kitchen,40.76206,-73.99775,Entire home/apt,300,3,2,0.14,1,0,1
31482,Bronx,Westchester Square,40.84367,-73.84911,Private room,65,2,11,1.11,2,158,1
31483,Manhattan,Morningside Heights,40.8058,-73.9647,Entire home/apt,110,10,0,0.0,1,0,0
31484,Brooklyn,Windsor Terrace,40.65871,-73.9789,Entire home/apt,125,3,15,1.15,1,65,1
31485,Queens,Sunnyside,40.7461,-73.91983,Private room,75,3,79,5.44,1,84,1
31486,Brooklyn,Bedford-Stuyvesant,40.68771,-73.92281,Entire home/apt,145,2,73,4.95,1,219,1
31487,Brooklyn,Crown Heights,40.67535,-73.94992,Private room,65,2,1,0.16,1,0,1
31488,Manhattan,Financial District,40.70533,-74.00923,Entire home/apt,142,29,1,0.09,96,353,1
31489,Brooklyn,Greenpoint,40.73556,-73.95726,Entire home/apt,200,2,5,0.37,2,7,1
31490,Manhattan,Financial District,40.70551,-74.00839,Entire home/apt,225,29,0,0.0,96,1,0
31491,Manhattan,Hell's Kitchen,40.76152,-73.98758,Entire home/apt,235,2,49,3.7,1,283,1
31492,Manhattan,Upper East Side,40.78119,-73.95121,Entire home/apt,200,4,0,0.0,1,83,0
31493,Manhattan,Roosevelt Island,40.76811,-73.94483,Private room,50,7,3,0.23,1,0,1
31494,Brooklyn,East Flatbush,40.63532,-73.94924,Private room,36,2,1,0.08,5,0,1
31495,Brooklyn,Midwood,40.61673,-73.96491,Entire home/apt,75,2,23,1.55,2,49,1
31496,Manhattan,Lower East Side,40.7213,-73.98862,Private room,60,15,8,0.68,3,260,1
31497,Manhattan,Harlem,40.82156,-73.94966,Entire home/apt,247,2,82,5.68,2,266,1
31498,Brooklyn,Greenpoint,40.72339,-73.94322,Entire home/apt,295,1,52,3.83,1,161,1
31499,Brooklyn,Bedford-Stuyvesant,40.69616,-73.93438,Private room,80,3,22,1.54,7,96,1
31500,Queens,Woodhaven,40.68765,-73.865,Private room,99,3,24,1.64,9,343,1
31501,Brooklyn,Sheepshead Bay,40.60399,-73.94523,Private room,36,7,3,0.24,2,29,1
31502,Manhattan,Chelsea,40.74732,-73.9999,Entire home/apt,400,2,0,0.0,3,0,0
31503,Manhattan,Chinatown,40.7177,-73.99246,Private room,73,3,1,0.07,1,37,1
31504,Manhattan,Upper East Side,40.77359,-73.95143,Entire home/apt,117,3,7,0.5,1,0,1
31505,Manhattan,Tribeca,40.71433,-74.01073,Entire home/apt,323,30,0,0.0,232,316,0
31506,Brooklyn,Williamsburg,40.71824,-73.95175,Entire home/apt,1000,1,9,0.66,1,88,1
31507,Manhattan,Upper West Side,40.7826,-73.98228,Entire home/apt,100,31,0,0.0,8,50,0
31508,Manhattan,Chelsea,40.74081,-73.99616,Entire home/apt,265,29,0,0.0,96,331,0
31509,Manhattan,Financial District,40.70561,-74.0086,Entire home/apt,145,29,4,0.42,96,341,1
31510,Manhattan,Chelsea,40.7409,-73.99596,Entire home/apt,255,29,0,0.0,96,296,0
31511,Manhattan,Financial District,40.70563,-74.0078,Entire home/apt,209,29,3,0.26,96,328,1
31512,Manhattan,Greenwich Village,40.72851,-74.0,Entire home/apt,300,2,3,0.2,2,0,1
31513,Manhattan,East Village,40.72926,-73.98456,Entire home/apt,101,1,25,1.74,1,363,1
31514,Brooklyn,Bedford-Stuyvesant,40.68209,-73.95731,Private room,60,7,11,0.8,3,0,1
31515,Manhattan,Financial District,40.70503,-74.00698,Entire home/apt,185,29,0,0.0,96,31,0
31516,Manhattan,Hell's Kitchen,40.75792,-73.99172,Shared room,65,1,108,7.33,6,325,1
31517,Manhattan,Financial District,40.70544,-74.00641,Entire home/apt,222,29,0,0.0,96,333,0
31518,Manhattan,Midtown,40.76487,-73.97857,Entire home/apt,250,1,9,0.62,3,89,1
31519,Brooklyn,Bedford-Stuyvesant,40.68297,-73.95251,Private room,80,1,0,0.0,1,5,0
31520,Manhattan,East Harlem,40.78572,-73.95018,Entire home/apt,140,5,11,0.77,1,8,1
31521,Brooklyn,Brighton Beach,40.57644,-73.95551,Entire home/apt,110,2,8,0.58,2,248,1
31522,Manhattan,Murray Hill,40.74591,-73.97843,Entire home/apt,200,4,7,0.52,1,166,1
31523,Manhattan,Harlem,40.80565,-73.95197,Private room,100,2,73,4.98,2,68,1
31524,Manhattan,Financial District,40.70558,-74.00845,Entire home/apt,175,29,1,0.45,96,290,1
31525,Manhattan,Chelsea,40.7423,-73.99603,Entire home/apt,255,29,0,0.0,96,345,0
31526,Brooklyn,Greenpoint,40.72549,-73.95574,Private room,112,1,68,4.74,7,27,1
31527,Brooklyn,Crown Heights,40.66725,-73.95017,Private room,70,3,45,3.33,1,135,1
31528,Brooklyn,Fort Greene,40.6971,-73.97316,Private room,102,2,1,0.07,1,0,1
31529,Brooklyn,Prospect Heights,40.67955,-73.97382,Private room,50,15,0,0.0,1,0,0
31530,Manhattan,Harlem,40.80667,-73.95182,Entire home/apt,75,5,8,0.66,2,9,1
31531,Brooklyn,Crown Heights,40.67652,-73.96198,Private room,974,7,0,0.0,2,0,0
31532,Manhattan,Lower East Side,40.71113,-73.9884,Shared room,33,100,0,0.0,28,320,0
31533,Manhattan,Upper West Side,40.79856,-73.97174,Private room,55,5,2,0.14,1,0,1
31534,Brooklyn,Bushwick,40.69943,-73.92192,Private room,50,2,16,1.14,1,0,1
31535,Brooklyn,Kensington,40.64196,-73.97467,Private room,62,1,95,6.97,2,261,1
31536,Brooklyn,Crown Heights,40.67868,-73.95541,Entire home/apt,119,2,2,0.15,1,0,1
31537,Brooklyn,Red Hook,40.67817,-74.00991,Private room,52,2,41,2.94,1,3,1
31538,Manhattan,Washington Heights,40.84365,-73.93982,Private room,45,3,1,0.17,1,5,1
31539,Manhattan,Hell's Kitchen,40.76265,-73.98954,Entire home/apt,160,2,5,0.36,1,70,1
31540,Brooklyn,Clinton Hill,40.68059,-73.95848,Entire home/apt,162,3,10,0.76,1,4,1
31541,Manhattan,SoHo,40.72789,-74.00275,Entire home/apt,205,4,15,1.04,1,5,1
31542,Brooklyn,Bushwick,40.69403,-73.92673,Entire home/apt,86,4,4,0.3,1,0,1
31543,Manhattan,Harlem,40.80322,-73.94488,Shared room,65,30,0,0.0,1,342,0
31544,Manhattan,Lower East Side,40.71571,-73.98699,Entire home/apt,85,35,0,0.0,1,0,0
31545,Brooklyn,Flatbush,40.63033,-73.95724,Entire home/apt,61,3,2,0.16,2,138,1
31546,Manhattan,Upper East Side,40.77163,-73.94897,Private room,75,14,6,0.41,2,14,1
31547,Queens,Fresh Meadows,40.74622,-73.78297,Private room,79,1,35,2.4,3,32,1
31548,Manhattan,Lower East Side,40.70988,-73.98666,Private room,93,15,0,0.0,28,185,0
31549,Manhattan,Lower East Side,40.71158,-73.98888,Shared room,32,14,5,0.76,28,341,1
31550,Manhattan,Harlem,40.82291,-73.94256,Entire home/apt,119,7,6,0.43,1,201,1
31551,Brooklyn,Williamsburg,40.71181,-73.96677,Entire home/apt,150,4,6,0.41,2,8,1
31552,Manhattan,East Village,40.72957,-73.9882,Entire home/apt,129,7,12,0.88,2,9,1
31553,Staten Island,Arrochar,40.59757,-74.08434,Private room,35,4,11,0.77,8,338,1
31554,Manhattan,East Harlem,40.80552,-73.94031,Private room,51,5,16,1.12,1,17,1
31555,Manhattan,Theater District,40.75885,-73.98147,Private room,120,3,25,1.72,1,0,1
31556,Queens,East Elmhurst,40.75906,-73.87771,Private room,78,1,4,0.41,2,363,1
31557,Manhattan,Harlem,40.816,-73.94127,Entire home/apt,100,3,3,0.23,1,0,1
31558,Brooklyn,Greenpoint,40.72874,-73.95621,Entire home/apt,114,4,2,0.15,1,0,1
31559,Brooklyn,Bedford-Stuyvesant,40.6977,-73.94781,Private room,35,2,10,0.7,1,0,1
31560,Manhattan,Murray Hill,40.74681,-73.97629,Entire home/apt,150,2,17,1.19,1,0,1
31561,Manhattan,Washington Heights,40.85054,-73.93956,Private room,75,3,13,0.91,3,137,1
31562,Brooklyn,Williamsburg,40.70743,-73.94206,Entire home/apt,128,4,6,0.42,1,0,1
31563,Manhattan,Washington Heights,40.85264,-73.93976,Private room,160,3,6,0.44,3,123,1
31564,Brooklyn,Sunset Park,40.64499,-74.02437,Private room,100,30,0,0.0,1,365,0
31565,Manhattan,Upper East Side,40.77883,-73.95528,Entire home/apt,199,3,10,0.7,2,365,1
31566,Brooklyn,Bedford-Stuyvesant,40.68823,-73.95863,Private room,100,2,34,2.45,1,59,1
31567,Manhattan,Midtown,40.7496,-73.98244,Entire home/apt,170,6,35,2.48,1,0,1
31568,Brooklyn,Bedford-Stuyvesant,40.68401,-73.9244,Entire home/apt,99,3,44,3.11,1,135,1
31569,Manhattan,Lower East Side,40.71098,-73.98696,Shared room,35,14,0,0.0,28,321,0
31570,Manhattan,West Village,40.73608,-73.99997,Entire home/apt,175,3,18,1.28,1,0,1
31571,Manhattan,Midtown,40.7452,-73.98427,Entire home/apt,400,1,16,1.14,1,47,1
31572,Bronx,Mott Haven,40.81011,-73.92166,Entire home/apt,125,3,62,4.34,1,253,1
31573,Manhattan,Harlem,40.82336,-73.95596,Private room,75,2,122,8.32,1,127,1
31574,Manhattan,Kips Bay,40.74112,-73.98009,Entire home/apt,271,30,0,0.0,232,326,0
31575,Brooklyn,Bedford-Stuyvesant,40.69199,-73.94426,Private room,46,3,6,0.72,1,0,1
31576,Manhattan,Financial District,40.70617,-74.0112,Entire home/apt,240,15,4,0.3,1,220,1
31577,Brooklyn,Bushwick,40.69571,-73.93144,Entire home/apt,240,3,50,3.44,1,243,1
31578,Queens,St. Albans,40.70389,-73.75782,Private room,50,3,58,4.69,3,358,1
31579,Manhattan,Greenwich Village,40.72839,-73.99983,Private room,115,3,2,0.14,2,0,1
31580,Bronx,Edenwald,40.88634,-73.83431,Private room,75,3,19,1.55,3,166,1
31581,Manhattan,Upper East Side,40.77942,-73.94772,Entire home/apt,160,1,16,1.1,1,0,1
31582,Manhattan,Harlem,40.81639,-73.94223,Private room,80,2,49,3.37,3,178,1
31583,Manhattan,Lower East Side,40.71432,-73.9887,Entire home/apt,150,4,32,2.36,2,216,1
31584,Staten Island,Randall Manor,40.62947,-74.12991,Private room,79,2,4,0.3,5,355,1
31585,Brooklyn,Greenpoint,40.7203,-73.94644,Entire home/apt,250,3,2,0.22,1,177,1
31586,Queens,Ditmars Steinway,40.77496,-73.91172,Private room,60,15,12,0.85,1,21,1
31587,Queens,Long Island City,40.74664,-73.95039,Private room,85,1,10,0.71,1,365,1
31588,Brooklyn,Midwood,40.60909,-73.97155,Entire home/apt,200,2,26,1.88,2,275,1
